order_id,customer_id,order_ts,payload
5290,9,2023-11-24 11:17:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":108,""qty"":1},{""product_id"":106,""qty"":4},{""product_id"":109,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5291,8,2023-11-24 20:21:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5292,13,2023-11-24 12:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5293,2,2023-11-25 10:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5294,8,2023-11-25 14:41:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":101,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5295,12,2023-11-28 13:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":101,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5296,3,2023-11-28 12:57:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":3},{""product_id"":107,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5297,8,2023-11-28 13:22:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5298,6,2023-12-01 17:16:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":108,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5299,3,2023-12-02 15:29:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":1},{""product_id"":101,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5300,3,2023-12-03 12:41:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":108,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5301,5,2023-12-03 19:36:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5302,3,2023-12-04 13:50:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5303,4,2023-12-05 20:25:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5304,10,2023-12-06 12:15:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5305,7,2023-12-06 14:01:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5306,6,2023-12-06 15:18:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":3}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5307,6,2023-12-07 13:07:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5308,4,2023-12-07 17:06:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":108,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5309,3,2023-12-08 17:22:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5310,13,2023-12-08 20:34:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5311,2,2023-12-09 21:37:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":106,""qty"":1},{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5312,7,2023-12-10 09:40:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":4},{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5313,6,2023-12-11 21:33:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":3},{""product_id"":108,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5314,3,2023-12-13 13:30:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5315,13,2023-12-14 20:36:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5316,8,2023-12-15 11:31:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5317,2,2023-12-16 14:29:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":101,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5318,13,2023-12-16 10:56:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5041,13,2023-09-12 16:41:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":106,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
9001,4,2023-08-02 11:15:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":999,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
9002,5,2023-08-03 12:00:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":0},{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
9003,6,2023-08-04 13:30:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":103,""qty"":-2}],""promo"":{""applied"":false,""code"":null}}"
9004,7,2023-08-05 09:45:00,{not valid json at all
9005,8,2030-01-01 00:00:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
9006,9,2023-08-07 15:20:00,"{""channel"":""kiosk"",""device"":""tablet"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
9007,10,2023-08-08 10:05:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":1}],""promo"":{""applied"":true,""code"":null}}"
9008,11,2023-08-09 17:50:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":110,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
9009,99,2023-08-10 08:30:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
